序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
1,私立史古比文理短期補習班,2021-05-14,埔里鎮北辰街133號1樓,未經核准使用樓層,糾正件次(列入違規紀錄),2021-05-19,府教社字第1100118497號
2,南投縣私立絕藝圍棋文理短期補習班,2021-05-05,竹山鎮桂林里中正巷27-147號1-2樓,招生旗幟有課輔字樣、未提供定型化契約書、教職員工名冊、公共意外險、建築物安全檢查申報、交通車請核備,糾正件次(列入違規紀錄),2021-05-07,府教社字第1100108317號
3,私立集賢文理短期補習班,2021-04-22,集集鎮佛廟巷18、20號1-2樓,招生看板有課輔字樣、未提供定型化契約、未提供定型及公共意外責任險證明、使用交通車要核備,糾正件次(列入違規紀錄),2021-04-29,府教社字第1100099836號
4,私立大學仕文理短期補習班,2021-04-07,竹山鎮中山里新和街49號1-3樓,聘任教師未依規定定型化契約書,糾正件次(列入違規紀錄),2021-04-15,府教社字第1100088293號
5,私立依德文理短期補習班,2021-03-18,南投市文昌街99號1樓,未提供職員工名冊及定型化契約書,糾正件次(列入違規紀錄),2021-03-18,府教社字第1100068904號
6,私立民傳文理短期補習班,2021-02-05,魚池鄉魚池街334巷4號1-3樓,未提供職員工名冊及定型化契約書,糾正件次(列入違規紀錄),2021-02-20,府教社字第1100041530號
7,私立高飛文理短期補習班,2021-02-03,草屯鎮炎峰街14-1號1-2樓,未提供定型化契約書、授課科目與核准科目不符、立案證書未懸掛,糾正件次(列入違規紀錄),2021-02-05,府教社字第1100035471號
8,私立巧登美語短期補習班,2021-01-15,集集鎮和平里民生路360號1-2樓,未提供職員工名冊及定型化契約書,糾正件次(列入違規紀錄),2021-01-21,府教社字第1100021324號
9,私立伊勵特美語短期補習班,2020-12-18,南投市南陽路177號1-2樓,未提供職員工名冊及定型化契約書,糾正件次(列入違規紀錄),2020-12-30,府教社字第1090305230號
10,私立米娜美語文理短期補習班,2020-10-23,草屯鎮虎山路662巷10號1-2樓,未提供職員工名冊、定型化契約書及個資實施計畫未留班備查,糾正件次(列入違規紀錄),2020-10-28,府教社字第1090249606號
11,私立英中語文短期補習班,2020-10-14,埔里鎮中山路三段48號1-2樓,未提供職員工名冊及立案證書未更換新板,糾正件次(列入違規紀錄),2020-10-20,府教社字第109041705號
12,私立美數館文理短期補習班,2020-09-11,埔里鎮西康路107號1-2樓,未提供職員工名冊及定型化契約書,糾正件次(列入違規紀錄),2020-09-16,府教社字第1090218766號
13,私立暘光文理短期補習班,2020-07-14,南投市南陽路169號1-2樓,,公告撤銷立案,2020-07-22,府教社字第1090167416號
14,私立小博士珠算短期補習班,2020-05-28,南投市漳和里文化路715號1-2樓,,糾正件次(列入違規紀錄),2020-06-01,府教社字第1090129009號
15,太一顧問股份有限公司附設私立竹山博飛特文理短期補習班,2020-05-20,竹山鎮大仁路46號2-3樓,無營業事實,公告撤銷立案,2020-05-29,府教社字第1090123284號
16,私立愛樂福文理短期補習班,2020-05-20,竹山鎮大忠路26號1-2樓,無營業事實,公告撤銷立案,2020-05-29,府教社字第1090123267號
17,私立易學文理短期補習班,2020-05-20,竹山鎮集山路三段515號1-2樓,無營業事實,公告撤銷立案,2020-05-29,府教社字第1090123271號
18,私立張量文理短期補習班,2020-02-21,竹山鎮集山路3段848號4-5樓,無營業事實,公告撤銷立案,2020-03-12,府教社字第1090061219號
19,私立史古比文理短期補習班,2019-12-05,埔里鎮北辰街133號1樓,未提供職員工名冊、違規擴大班舍、擅增類科、立案證書未懸掛,糾正件次(列入違規紀錄),2019-12-17,府教社字第1080283357號
20,巨匠電腦股份有限公司草屯分公司附設南投縣私立巨匠電腦美語短期補習班,2019-08-23,草屯鎮中山街114號1-3樓,教職員工名冊不符,限期改善件次,2019-08-29,府教社字第108196433號
21,私立鄒老師文理短期補習班,2019-07-08,埔里鎮梅子路25之13號1樓,未經核准使用非立案樓層,限期改善件次,2019-07-15,府教社字第1080160518號
22,私立博士門音樂短期補習班,2019-06-21,埔里鎮中正路482號1樓,未投保公共意外責任險、未辦理建築物公共安全檢查申報,限期改善件次,2019-06-25,府教社字第1080145040號
23,私立E-Z語文短期補習班,2019-06-21,埔里鎮民生路77號1樓,立案證書未至本府更換新版,限期改善件次,2019-06-25,府教社字第1080145022號
24,南投縣大鴻海文化有限公司附設私立大東海法商短期補習班,2019-06-14,草屯鎮中正路755號6樓-3,教職員名單與系統不符、擅自使用非立案登記場所,限期改善件次,2019-06-27,府教社字第1080146778號
25,智基科技開發股份有限公司附設南投私立志光法商補習班草屯分班,2019-06-14,草屯鎮中正路699號1-2樓,教職員名單與系統不符,限期改善件次,2019-06-27,府教社字第1080146810號
26,私立好朋友美語短期補習班,2019-05-10,埔里鎮北環路210號1樓,未經核准擅自使用非立案樓層,糾正件次(列入違規紀錄),2019-05-15,府教社字第1080111042號
27,私立真善美慧聖賢教育機構文理短期補習班,2019-04-18,草屯鎮新生路219號1-4樓,教職員工名冊不符、未掛立案證書,限期改善件次,2019-05-02,府教社字第1080099656號
28,私立米娜美語文理短期補習班,2019-04-18,草屯鎮虎山路662巷10號1-2樓,教職員工名冊不符、未經核准使用非立案登記樓層,限期改善件次,2019-05-02,府教社字第1080099648號
29,私立梅根尼美語短期補習班,2019-04-18,草屯鎮新生路410號1-3樓,教職員工名冊不符、未掛立案證書、未簽訂定型化契約書、未提供公共意外險文件,限期改善件次,2019-05-02,府教社字第1080099685號
30,私立昱昇文理短期補習班,2019-03-21,草屯鎮大成街70號1-2樓,未經核准擅自使用非立案登記樓層,限期改善件次,2019-03-28,府教社字第1080072623號
31,私立學風文理短期補習班,2018-11-30,草屯鎮炎峰街127號1-2樓,未掛立案證書、尚未辦理公共安全檢查申報,限期改善件次,2018-12-10,府教社字第1070277445號
32,私立蘇老師文理短期補習班,2018-09-17,魚池鄉魚池村秀水巷33之4號1-2樓,班址與立案證書不符,限期改善件次,2018-09-26,府教社字第1070214511號
33,私立偉達文理短期補習班,2018-06-13,草屯鎮大成街39號2-4樓,招牌非登記類科招生字樣，請立即停止經營課輔班，並修正招牌廣告,糾正件次(列入違規紀錄),2018-06-27,府教社字第1070140024號
34,私立愛心心算美語短期補習班,2018-04-03,南投市營北里光興街67號1樓,未至本府更換新版立案證書,限期改善件次,2018-04-12,府教社字第1070080162號
35,私立格林文理短期補習班,2017-09-25,草屯鎮育英街19號1-3樓,班址與立案證書不符,限期改善件次,2017-09-26,府社教字1060204855
36,私立頂尖美語短期補習班,2017-08-23,草屯鎮和興二街11號1樓、13號1-2樓,擅自增科、擴大班舍,限期改善件次,2017-08-24,府教社字第1060180010號函
37,私立莎士比亞文理短期補習班,2017-07-11,南投市南崗二路319號1樓,使用樓層與立案樓層不符,糾正件次(列入違規紀錄),,
38,私立芷揚珠心算短期補習班,2017-07-11,南投市南陽路192巷1號2樓,違規使用班舍,糾正件次(列入違規紀錄),,
39,私立吉的堡美語短期補習班,2017-07-11,南投市民族路270號2-4樓,以無營業事實,公告撤銷立案,,
40,私立洪老師珠算短期補習班,2017-07-11,南投市復興路657號1-2樓,已無營業事實,公告撤銷立案,,
41,私立喬登美語會話國語短期補習班,2013-03-25,草屯鎮中正路704號2-4樓,,限期改善件次,2013-04-03,1020068466
42,智基科技開發股份有限公司附設南投私立志光法商補習班草屯分班,2013-03-25,草屯鎮中正路699號1-2樓,,限期改善件次,2013-04-11,1020069496
43,私立獅子王美語短期補習班,2013-03-11,竹山鎮集山路3段889號1-3樓,,限期改善件次,2013-04-18,1020053302
44,私立上通文理短期補習班,2013-03-04,草屯鎮虎山路353巷5號1-2樓,,限期改善件次,2013-03-21,1020050348
45,私立李揚文理短期補習班,2012-10-29,草屯鎮大成街104號1-2樓,未依規定,限期改善件次,2012-11-06,1010217584
46,私立育樂文理短期補習班,2012-10-15,南投市彰南路1段966號3樓,未依規定,限期改善件次,2012-10-29,1010213194
47,私立宣音美語短期補習班,2012-04-16,名間鄉彰南路1之6號2樓,三樓違規使用,限期改善件次,2012-04-19,1010080549
48,私立儒欣文理短期補習班,2011-08-31,埔里鎮北辰街101號1-2樓,應於211-10-06改善完成,限期改善件次,2011-09-05,府教社字第10001814100號
49,學風文理短期補習班,2007-12-06,草屯鎮炎峰街126號1-4樓,,限期改善件次,2007-12-11,府教社字第09602327110號
50,快樂文理短期補習班,2007-11-29,埔里鎮民族4街58號1-3樓,,限期改善件次,2007-12-12,府教社字第09602335840號
51,吉佑文理短期補習班,2007-11-15,竹山鎮大和街116號1-3樓,,限期改善件次,11-21,府教社字第09602203080號
52,劍橋文理技藝短期補習班,2007-11-05,草屯鎮炎峰里大成街46號1-2樓,,限期改善件次,2007-11-21,府教社字第09602149120號
53,托福文理短期補習班,2007-11-05,草屯鎮炎峰里大成街42號1樓,,限期改善件次,2007-11-16,府教社字第09602175770號
54,昱昇文理短期補習班,2007-11-05,草屯鎮大成街70號1-2樓,,限期改善件次,2007-11-16,府教社字第09602175780號
55,好朋友美語短期補習班,2007-10-25,埔里鎮北環路210號1樓,,限期改善件次,2007-11-02,府教社字第0960083600號
56,優仕文理短期補習班,2007-09-04,南投市玉井街121號1-2樓,,限期改善件次,2007-10-01,府教社字第09601866990號
57,立翔教育有限公司附設私立立翔文理短期補習班,2007-08-23,草屯鎮炎峰里育英街97號1-2號3樓,,限期改善件次,2007-10-01,府教社字第09601690900號
58,安琪兒文理短期補習班,2007-07-10,名間鄉中正村董門巷21之11號1樓,,停止招生六個月,2007-07-16,"府教社字第 09601366170號"
59,鄒老師文理短期補習班,2007-07-05,埔里鎮梅子路25之13號1樓,,限期改善件次,2007-07-12,"府教社字第 09601351540號"
60,理想文理技藝短期補習班,2007-05-17,埔里鎮北環路178號1-2樓,,限期改善件次,,
61,私立宣音美語短期補習班,2006-03-16,名間鄉彰南路1-6號2樓,擅自擴大班舍,限期改善件次,,
62,私立名集文理短期補習班,2006-03-16,名間鄉員集路55號1樓,消防安全檢查缺乏防火避難設施及消防安全設備、班名未依規書寫,限期改善件次,,
63,私立克萊兒美語短期補習班,2005-12-20,南投市信義街132及134號1樓,擅自遷址,限期改善件次,,
64,私立博士心算短期補習班,2005-11-28,埔里鎮中山路二段313號3樓,消防安全檢查缺乏防火避難設施及消防安全設備、收費收據退費說明不符規定,限期改善件次,,
65,私立漢聲文理短期補習班,2005-11-28,埔里鎮中山路二段313號1樓,擅自擴大班舍、消防安檢查缺乏防火避難設施及消防安並設備,限期改善件次,,
66,私立藍鯨美語短期補習班,2005-11-10,埔里鎮中山路二段一三七號一、二樓,擅自擴大班舍、消防安全檢查缺乏防火避難設施及消防安全設備,限期改善件次,,
67,私立成功文理短期補習班,2005-11-10,埔里鎮北安里中山路二段159號,擅自擴大班舍、消防安全檢查缺乏防火避難設施及消防安全設備、收費收據退費說明不符規定,限期改善件次,,
68,私立保進文理短期補習班,2005-11-09,竹山鎮過坑巷18之1號1樓,,限期改善件次,,
69,私立百分點文理短期補習班,2005-11-09,竹山鎮延祥集山路三段207巷13號1至3樓,,限期改善件次,,
70,私立力行文理短期補習班,2005-11-07,集集鎮廣明里文心街32號1-2樓,擅自擴大班舍、消防安全檢查缺乏防火避難設施及消防安全設備、,限期改善件次,,
71,私立偉達文理短期補習班,2005-11-04,草屯鎮大成街39號2-4樓,,限期改善件次,,
72,私立恆欣珠心算短期補習班,2005-11-04,草屯鎮虎山路五一六號一至三樓,,限期改善件次,,
73,私立成功文理短期補習班,2005-11-03,埔里鎮北安里中山路二段159號,消防安全檢查缺乏防火避難設施及消防安全設備、隔間材質不符、收費收據退費說明不符規定、違規擴大使用1樓,限期改善件次,,
74,私立采奕技藝短期補習班,2005-11-03,南投市南陽路179號,擅自擴大班舍、收據未註明退費規定,限期改善件次,,
75,私立祥鶴心算短期補習班,2005-11-03,南投市育樂路55號1及2樓,擅自擴大班舍、另設安親班,限期改善件次,,
76,私立大地文理技藝短期補習班,2005-11-03,南投市芳美路421號1-3樓,滅火器乙具無壓力,限期改善件次,,
77,私立富蘭克林文理短期補習班,2005-11-03,南投市南陽路153號1-3樓,收據未註明退費規定、另設安親班,限期改善件次,,
1,南投縣私立弘智文理短期補習班,2024-05-22,草屯鎮大成街7號1-3樓,聘用教職員工未依規定辦理,限期改善件次,2024-05-22,府教社字第1130128412號
2,南投縣私立朱帝文理短期補習班,2024-05-20,草屯鎮信義街203號1-3樓,其他班務違規,限期改善件次,2024-05-28,府教社字第1130133231號
3,南投縣私立大高徒文理短期補習班,2024-05-16,草屯鎮玉峰街41號1-2樓,擅自增加教學科目、其他班務違規,限期改善件次,2024-05-28,府教社字第1130133368號
4,南投縣私立大學仕文理短期補習班,2024-05-03,竹山鎮中山里新和街49號1-3樓,擅自增設科目、聘用教職員工未依規定辦理、其他(未提供定型化契約及收費收據),限期改善件次,2024-05-08,府教社字第1130115934號
5,南投縣私立蒲公英文理短期補習班,2024-05-01,南投市彰南路1段1020號1-3樓,擅自增設科目,限期改善件次,2024-05-06,府教社字第1130112639號
6,南投縣私立美數館文理短期補習班,2024-04-19,埔里鎮西康路107號1-2樓,聘用教職員未依規定辦理、擅自增設科目,限期改善件次,,府教社字第1130107063號
7,南投縣私立高澄文理短期補習班,2024-04-18,草屯鎮民權路75號1-3樓,聘用教職員工未依規定辦理,限期改善件次,2024-04-30,府教社字第1130106736號
8,南投縣私立高老師文理短期補習班,2024-04-18,草屯鎮虎山路715巷59號1-2樓,擅自增設科目(未提供定型化契約及收費收據),限期改善件次,2024-04-30,府教社字第1130106727號
9,南投縣私立大高徒文理短期補習班,2024-04-12,草屯鎮玉峰街41號1-2樓,聘用教職員工未依規定辦理、擅自擴大班舍、擅自增設科目(招牌未加註立案文號、收據收費收訖章未接露教師真實姓名、未提供教師及學生名冊),限期改善件次,2024-04-19,府教社字第1130099291號
10,南投縣私立佳鑫文理短期補習班,2024-04-10,南投市中興路一街12號1-5樓,聘用教職員工未依規定辦理,限期改善件次,2024-04-19,府教社字第1130099281號
11,南投縣私立陳老師文理短期補習班,2024-04-10,南投市玉井街66-1號2-3樓,聘用教職員工未依規定辦理、擅自擴大班舍,限期改善件次,2024-04-19,府教社字第1130099230號
12,南投縣私立佳鑫文理短期補習班,2024-03-29,南投市中興路一街12號1-5樓,聘用教師未依規報府,限期改善件次,2024-04-08,府教社字第1130084794號
13,南投縣私立偉達文理短期補習班,2024-03-22,草屯鎮大成街39號2-4樓,其他班務違規(招牌未加註立案文號、未提供個人資料維護計畫),限期改善件次,2024-03-25,府教社字第1130078767號
14,南投縣私立文新文理技藝短期補習班,2024-03-21,埔里鎮樹人二街83號1-3樓,其他班務違規(擅自遷址),限期改善件次,2024-03-26,府教社字第1130078280號
15,南投縣私立松鶴文理短期補習班,2024-03-08,鹿谷鄉廣興村中正一路118號1樓,聘用教師未依規報府、擅自設立類科、其他班務違規(招牌無立案字號),限期改善件次,2024-03-12,"府教社字第1130065291 號"
16,南投縣私立伊勵特美語短期補習班,2024-02-26,南投市南陽路177號1-2樓,擅自擴大班舍、擅自增設科目、聘用教職員工未依規定辦理、其他班務違規(收據未備註收退費規定),限期改善件次,2024-02-29,府教社字第1130054420號
17,南投縣私立優加學院文理短期補習班,2024-02-26,南投市南陽路167號1-2樓,擅自增設科目,限期改善件次,2024-02-29,府教社字第1130054395號
18,南投縣私立弘智文理短期補習班,2024-02-23,草屯鎮大成街7號1-3樓,聘用教師為依規報府,限期改善件次,2024-03-05,府教社字第1130058709號
19,南投縣私立博克萊圓環校文理短期補習班,2023-12-26,草屯鎮炎峰街2-5號1-3樓,聘用教師未依規報府、擅自擴大班舍、擅自增設科目、其他班務違規(未備有定型化契約及個人資料維護計畫、立案證書未懸掛),限期改善件次,2024-01-02,府教社字第1120311263號
20,南投縣私立大高徒文理短期補習班,2023-11-30,草屯鎮玉峰街41號1-2樓,擅自增加科目、收據未符合規定、未提供定契、未更新教職員名冊、疑似擴增班舍(草屯鎮勝和街1號4樓),限期改善件次,2023-12-15,府教社字第1120285472號
21,南投縣私立彼得美語東美校文理短期補習班,2023-11-16,草屯鎮東美街72巷15號1-2樓,未提供公共意外責任險證明、未更新教職員名冊,限期改善件次,2023-11-22,府教社字第1120275069號
22,南投縣私立領導者文理短期補習班,2023-11-13,埔里鎮南興街2之9號1-3樓,未提供定型化契約,限期改善件次,2022-11-23,府教社字第1120275036號
23,南投縣私立暘光文理短期補習班,2023-11-03,南投市民族路441號1-2樓,招牌未有立案字號、未提供定型化契約及公共意外責任險,限期改善件次,2023-11-07,府教社字第1120261695號
24,南投縣私立康乃爾文理技藝短期補習班,2023-10-16,草屯鎮碧山路318號1-2樓,非立案範圍禁止從事教學活動、招牌未加註文號、擅自增設科目、未提供收費收據及公共意外責任險保單、未有定契及個人資料維護計畫、立案證書未更新、未定期於系統更新教職員名冊,限期改善件次,2023-10-20,府教社字第1120246175號
25,南投縣私立台大文理技藝短期補習班,2023-09-08,南投市三和二路95號,授課科目與立案科目不符,限期改善件次,2023-09-13,府教社字第1120217059號
26,南投縣私立蒲公英文理短期補習班,2023-08-17,南投市彰南路1段1020號1-3樓,未提供定型化契約書、授課科目與立案不符,糾正件次(列入違規紀錄),2023-08-23,府教社字第1120200597號
27,南投縣私立博智文理短期補習班,2023-08-17,南投市彰南路1段956號1-2樓,收費袋未註明收退費規定、未提供定型化契約、招牌未依規定書寫、聘用教職員未依規定,糾正件次(列入違規紀錄),2023-08-23,府教社字第1120200581號
28,南投縣私立E-Z語文短期補習班,2023-08-14,埔里鎮民生路77號1樓,"擅自增加班舍：2樓部分。 招牌未於明顯處載明核准立案之文號。 擅自增設類科：日文。 收費收據未註明退費規定。 現場未備有定型化契約書。",糾正件次(列入違規紀錄),2023-09-14,府教社字第1120217366號
29,南投縣私立洪榮隆音樂技藝文理短期補習班,2023-08-14,南投縣埔里鎮青田三街83號1-2樓,"收費收據未註明退費規定。 現場未備有定型化契約書。",限期改善件次,2023-09-14,府教社字第1120217380號
30,鎮大教育股份有限公司附設南投縣私立慕師文理外語短期補習班,2023-07-07,埔里鎮忠孝路204號2樓,"收費收據未註明退費規定。 未提供定型化契約",糾正件次(列入違規紀錄),2023-07-18,府教社字第1120169153號
31,南投縣私立大航海文理短期補習班,2023-05-25,水里鄉南光村中山路1段286號1-3樓,"收費收據未註明退費規定。 未提供定型化契約",糾正件次(列入違規紀錄),,府教社字第1120142972號
32,南投縣私立陳老師文理短期補習班,2023-04-28,南投市玉井街66-1號2-3樓,未提供職員工名冊、招牌未有立案字號、授課科目與立案不符,糾正件次(列入違規紀錄),2023-05-09,府教社字第1120109739號
33,私立典傳典文理短期補習班,2023-03-10,南投縣埔里鎮北安里中華路216號,現場已無營業,公告撤銷立案,2023-03-16,府教社字第1120050192號
34,私立冠霖文理短期補習班,2023-03-10,埔里鎮中華路182號1-2樓,現場已無營業,公告撤銷立案,2023-03-31,府教社字第1120076052號
35,南投縣基督教青年會附設私立外語(英日)短期補習班,2023-02-17,草屯鎮炎峰里炎峰街2-4號1-3樓,1樓違規使用(承租予他人)、招牌班名不符規定、未提供定型化契約、立案證書遺失,糾正件次(列入違規紀錄),2023-03-13,府教社字第1120058298號
36,南投縣私立劍橋文理技藝短期補習班,2022-11-18,草屯鎮炎峰里大成街46號1-2樓,違規擴大使用樓層、招牌未依核准立案之全名書寫且未有立案證號、擅自增加授課科目,糾正件次(列入違規紀錄),2022-11-30,府教社字第1110284781號
37,南投縣私立獅子王美語短期補習班,2022-11-17,南投縣竹山鎮祖師街87號1-3樓,聘用教師為依規報府,糾正件次(列入違規紀錄),2022-11-30,府教社字第1110283462號
38,南投縣私立智瀠文理短期補習班,2022-11-17,竹山鎮大明路577號1-2樓,聘用教師未依規辦理及定型化契約書,糾正件次(列入違規紀錄),2022-11-30,府教社字第1110283459號
39,南投縣未來式美語文理短期補習班,2022-09-16,草屯鎮炎峰里大成街42號1樓,授課科目不同、未提供教職員名單、未提供教職員疫苗接種證明。,糾正件次(列入違規紀錄),2022-09-28,府教社字第1110220931號
40,南投縣私立先格文理短期補習班,2022-07-29,水里鄉農富村民權路195號1-3樓,未申報110年建築物公共安全檢查簽證及申報,糾正件次(列入違規紀錄),2022-08-10,府建使字第1110191418號
41,南投縣私立學冊文理短期補習班,2022-07-21,草屯鎮炎峰里4鄰中正路586-10號1-4樓,未提供職員工名冊、定型化契約及施打疫苗證明,糾正件次(列入違規紀錄),2022-08-03,府教社字第1110184430號
42,私立政文文理短期補習班,2022-01-10,南投市平和里芳美路427號1-3樓,未提供職員工名冊、定型化契約書、個資安全計畫,糾正件次(列入違規紀錄),2022-01-21,府教社字第1110023835號
43,私立華盛頓美語短期補習班,2021-12-24,南投市漳和里南崗二路377巷6號1樓,定型化契約書、班名未依規定書寫、立案地址門牌未重編,糾正件次(列入違規紀錄),2021-12-28,府教社字第1100301488號
44,私立明澤美語短期補習班,2021-12-22,草屯鎮炎峰里明賢街1段62-1號1樓,未經核准使用2-3樓、未保持防疫距離、走道雜物影響逃生,糾正件次(列入違規紀錄),2021-12-24,府教社字第1100298653號
45,私立學冊文理短期補習班,2021-11-18,草屯鎮炎峰里4鄰中正路586-10號1-4樓,未提供職員工名冊、定型化契約書、擅自增科,糾正件次(列入違規紀錄),2021-11-30,府教社字第1100275188號
46,私立旺旺珠心算美語短期補習班,2021-08-18,草屯鎮玉峰里平等街116號1樓,未經核准使用2-3樓、未提供定型化契約書,糾正件次(列入違規紀錄),2021-08-20,府教社字第1100191934號
1,南投縣私立富蘭克林文理短期補習班,2024-06-07,南投市南陽路153號1-3樓,聘用教職員工未依規定辦理、擅自增設科目,限期改善件次,2024-06-18,府教社字第1130148999號
2,南投縣私立格翊文理短期補習班,2024-06-07,南投市南陽路169號1-2樓,聘用教職員工未依規定辦理,限期改善件次,2024-06-18,府教社字第1130149014號
3,南投縣私立好朋友美語短期補習班,2024-05-24,埔里鎮北環路210號1樓,擅自增加班舍(埔里鎮北環路212號),限期改善件次,2024-06-11,府教社字第1130145548號
4,南投縣私立理想文理技藝短期補習班,2024-05-24,埔里鎮北環路178號1-2樓,"招牌未依核准之全名書寫(未加註立案字號)。 未經核准擅設課後輔導班，招生廣告有非登記類科之課後輔導字樣，請即刻改善。",限期改善件次,2024-06-11,府教社字第1130145532號
1,南投縣私立李德文理短期補習班,2024-06-18,草屯鎮信義街169號1-2樓,"擅自增設類科：國語、課後輔導班。  現場未備課表供核。",限期改善件次,2024-06-25,府教社字第1130155321號
1,南投縣私立大育文理短期補習班,2024-07-18,南投市大庄路107號1-3樓,擅自增設科目、聘用教職員工未依規定辦理、其他(招牌無立案字號),限期改善件次,2024-07-30,府教社字第1130186424號
2,南投縣私立勁綸文理短期補習班,2024-07-18,南投市大庄路156號1-2樓,擅自增設科目,限期改善件次,2024-07-30,府教社字第1130186504號
1,南投縣私立安鑫文理技藝短期補習班,2024-09-20,南投市芳美路421號1-3樓,聘用教職員工未依規定辦理、其他班務違規(招牌無立案文號),限期改善件次,2024-10-18,府教社字第1130255394號
2,南投縣私立政文文理短期補習班,2024-09-20,南投市芳美路427號1-3樓,違反定型化契約及退費規範、聘用教職員工未依規定辦理、擅自增設科目、學生人數超過規定容量、其他班務違規(立案證書未懸掛、公共意外險保單未出示、招牌無立案文號),限期改善件次,2024-10-18,府教社字第1130255403號
4,南投縣私立金牌文理短期補習班,2024-11-20,南投市中興路308-9號1-2樓,其他班務違規(招牌無立案文號),糾正件次(列入違規紀錄),2024-11-22,府教社字第1130286696號
5,南投縣私立向上文理短期補習班,2024-11-20,南投市向上路37號1-2樓、43號1-2樓,聘用教職員工未依規定辦理,糾正件次(列入違規紀錄),2024-11-22,府教社字第1130286691號
1,南投縣私立李德文理短期補習班,2024-11-22,草屯鎮信義街169號1-2樓,學生人數超過規定容量,糾正件次(列入違規紀錄),2024-11-28,府教社字第1130290536號
2,南投縣私立旺旺珠心算美語短期補習班,2024-11-22,草屯鎮玉峰里平等街116號1-2樓,收費收據未註明退費規定；教職員工名冊與實際情形不符,糾正件次(列入違規紀錄),2024-11-29,府教社字第1130293332號
3,南投縣私立真善美慧聖賢教育機構文理短期補習班,2024-11-22,草屯鎮新生路219號1-4樓,未提供定型化契約;招牌未寫全名,糾正件次(列入違規紀錄),2024-11-28,府教社字第1130290392號
2,南投縣私立立揚文理短期補習班,2024-12-25,草屯鎮富頂路一段166號2-3樓、158號1-3樓,違規辦理課後照顧、幼兒園業務；擅自增設科目,限期改善件次,2025-01-10,府教社字第1140009708號
3,南投縣私立彼得美語文理技藝短期補習班,2024-12-13,草屯鎮玉屏路219號(1-2樓)、219之1號(1-2樓)、221號(1-2樓),違反定型化契約及退費規範,限期改善件次,2024-12-25,府教社字第1130312673號
1,南投縣私立立呈文理短期補習班,2025-02-21,竹山鎮大智路154號1-3樓,聘用教職員工未依規定辦理、其他班務違規(招牌無立案文號)、未出示定型化契約及收費收據,限期改善件次,2025-02-26,府教社字第1140048084號
2,南投縣私立華盛頓美語短期補習班,2025-03-03,南投市南崗二路377巷6號1樓,聘用教職員工未依規定辦理、擅自增設科目、其他班務違規(招牌無立案文號、門牌與立案文號不符、未出示定型化契約),限期改善件次,,府教社字第1140054061號
3,南投縣私立朱帝文理短期補習班,2025-03-07,草屯鎮信義街203號1-3樓,聘用教職員工未依規定辦理、其他班務違規(擅自增班級數),限期改善件次,2025-03-10,府教社字第1140057880號
1,南投縣私立翼躍英語文理短期補習班,2025-03-14,草屯鎮和興一街5號1-2樓,"未出示定型化契約;其他班務違規(教職員工名冊未留班備查,學生名冊未留班備查)",限期改善件次,2025-03-19,府教社字第1140066058號
